encuesta_id,cliente_id,canal_id,fecha_id,score_nps,categoria,comentario,producto,fecha_envio
915,348,4,20250331,8,Pasivo,Excelente app,Nómina,2025-03-31T11:59:00
916,377,1,20250302,7,Pasivo,Muy buena atención,CDT,2025-03-02T17:02:00
917,333,1,20250323,7,Pasivo,Excelente app,Cuenta corriente,2025-03-23T12:52:00
918,313,1,20250315,7,Pasivo,Tardaron mucho,Cuenta corriente,2025-03-15T09:31:00
919,412,1,20250303,7,Pasivo,Muy fácil de usar,CDT,2025-03-03T13:07:00
920,429,4,20250311,7,Pasivo,Necesito más sucursales,Cuenta corriente,2025-03-11T17:11:00
921,62,1,20250303,8,Pasivo,Mejorar tiempos,Tarjeta crédito,2025-03-03T13:35:00
922,125,4,20250315,7,Pasivo,Muy buena atención,Tarjeta crédito,2025-03-15T09:50:00
923,81,1,20250325,8,Pasivo,Perfecto,Cuenta corriente,2025-03-25T08:00:00
924,46,3,20250330,7,Pasivo,Sin comentario,CDT,2025-03-30T15:44:00
925,74,2,20250307,7,Pasivo,Perfecto,CDT,2025-03-07T11:11:00
926,93,3,20250320,7,Pasivo,Tardaron mucho,Préstamo personal,2025-03-20T13:26:00
927,121,1,20250318,7,Pasivo,Tardaron mucho,Nómina,2025-03-18T13:55:00
928,395,2,20250315,7,Pasivo,Necesito más sucursales,Préstamo personal,2025-03-15T08:12:00
929,77,3,20250326,7,Pasivo,Perfecto,CDT,2025-03-26T10:10:00
930,331,1,20250302,7,Pasivo,Necesito más sucursales,CDT,2025-03-02T12:21:00
931,54,3,20250302,8,Pasivo,Excelente app,Tarjeta crédito,2025-03-02T08:31:00
932,459,1,20250303,7,Pasivo,Perfecto,Nómina,2025-03-03T17:20:00
933,383,3,20250307,8,Pasivo,Muy fácil de usar,Tarjeta crédito,2025-03-07T09:20:00
934,122,3,20250304,7,Pasivo,Necesito más sucursales,CDT,2025-03-04T11:04:00
935,249,1,20250319,8,Pasivo,Mejorar tiempos,Tarjeta crédito,2025-03-19T11:59:00
936,199,1,20250306,8,Pasivo,Perfecto,Tarjeta crédito,2025-03-06T18:22:00
937,172,1,20250307,8,Pasivo,Muy buena atención,Préstamo personal,2025-03-07T10:07:00
938,215,1,20250315,8,Pasivo,Muy fácil de usar,Tarjeta crédito,2025-03-15T12:38:00
939,407,2,20250326,7,Pasivo,Excelente app,Nómina,2025-03-26T16:54:00
940,211,4,20250303,7,Pasivo,Perfecto,Tarjeta crédito,2025-03-03T17:30:00
941,8,3,20250309,8,Pasivo,Necesito más sucursales,Tarjeta crédito,2025-03-09T13:27:00
942,475,2,20250329,7,Pasivo,Excelente app,Nómina,2025-03-29T08:26:00
943,241,3,20250302,7,Pasivo,Muy buena atención,CDT,2025-03-02T16:25:00
944,409,3,20250326,8,Pasivo,Tardaron mucho,CDT,2025-03-26T15:15:00
945,386,1,20250318,7,Pasivo,Mejorar tiempos,Tarjeta crédito,2025-03-18T10:22:00
946,332,4,20250308,8,Pasivo,Muy buena atención,CDT,2025-03-08T18:19:00
947,236,4,20250323,7,Pasivo,Muy buena atención,CDT,2025-03-23T15:49:00
948,361,2,20250328,7,Pasivo,Muy fácil de usar,CDT,2025-03-28T18:00:00
949,458,3,20250313,7,Pasivo,Muy buena atención,Préstamo personal,2025-03-13T14:48:00
950,485,2,20250323,8,Pasivo,Necesito más sucursales,Cuenta corriente,2025-03-23T17:56:00
951,478,1,20250324,8,Pasivo,Muy fácil de usar,Cuenta corriente,2025-03-24T09:24:00
952,317,1,20250315,8,Pasivo,Muy fácil de usar,Tarjeta crédito,2025-03-15T18:35:00
953,364,3,20250318,7,Pasivo,Excelente app,Préstamo personal,2025-03-18T11:34:00
954,245,3,20250321,7,Pasivo,Necesito más sucursales,Tarjeta crédito,2025-03-21T13:22:00
955,349,2,20250317,8,Pasivo,Muy buena atención,Cuenta corriente,2025-03-17T13:22:00
956,257,2,20250316,8,Pasivo,Tardaron mucho,CDT,2025-03-16T16:43:00
957,318,1,20250315,8,Pasivo,Tardaron mucho,Tarjeta crédito,2025-03-15T15:05:00
958,460,1,20250313,7,Pasivo,Tardaron mucho,Cuenta corriente,2025-03-13T10:17:00
959,76,2,20250323,7,Pasivo,Necesito más sucursales,Nómina,2025-03-23T18:01:00
960,497,3,20250314,8,Pasivo,Excelente app,CDT,2025-03-14T13:26:00
961,331,1,20250324,8,Pasivo,Necesito más sucursales,Cuenta corriente,2025-03-24T08:55:00
962,486,2,20250327,7,Pasivo,Muy fácil de usar,CDT,2025-03-27T17:21:00
963,304,2,20250316,8,Pasivo,Perfecto,CDT,2025-03-16T12:36:00
964,405,1,20250329,7,Pasivo,Sin comentario,Tarjeta crédito,2025-03-29T15:23:00
965,433,1,20250325,8,Pasivo,Muy fácil de usar,Préstamo personal,2025-03-25T15:10:00
966,275,1,20250323,7,Pasivo,Excelente app,Tarjeta crédito,2025-03-23T10:15:00
967,163,2,20250302,0,Detractor,Perfecto,Préstamo personal,2025-03-02T13:11:00
968,363,1,20250318,1,Detractor,Muy fácil de usar,Préstamo personal,2025-03-18T10:23:00
969,500,1,20250318,3,Detractor,Sin comentario,Cuenta corriente,2025-03-18T08:25:00
970,75,4,20250325,3,Detractor,Muy fácil de usar,Tarjeta crédito,2025-03-25T08:47:00
971,170,2,20250317,4,Detractor,Sin comentario,CDT,2025-03-17T12:48:00
972,76,3,20250322,4,Detractor,Perfecto,Préstamo personal,2025-03-22T09:46:00
973,21,1,20250329,3,Detractor,Tardaron mucho,Préstamo personal,2025-03-29T08:25:00
974,113,2,20250327,4,Detractor,Tardaron mucho,Préstamo personal,2025-03-27T08:38:00
975,299,2,20250307,5,Detractor,Sin comentario,Tarjeta crédito,2025-03-07T08:05:00
976,229,3,20250328,4,Detractor,Tardaron mucho,Nómina,2025-03-28T14:12:00
977,309,2,20250311,3,Detractor,Muy buena atención,Préstamo personal,2025-03-11T14:09:00
978,219,1,20250328,5,Detractor,Muy fácil de usar,Cuenta corriente,2025-03-28T12:22:00
979,229,4,20250310,2,Detractor,Tardaron mucho,Tarjeta crédito,2025-03-10T15:47:00
980,227,1,20250326,3,Detractor,Mejorar tiempos,CDT,2025-03-26T10:53:00
981,45,1,20250320,4,Detractor,Sin comentario,CDT,2025-03-20T16:21:00
982,492,2,20250330,0,Detractor,Mejorar tiempos,Cuenta corriente,2025-03-30T08:26:00
983,140,2,20250330,5,Detractor,Perfecto,Nómina,2025-03-30T10:12:00
984,196,1,20250327,1,Detractor,Perfecto,Cuenta corriente,2025-03-27T12:53:00
985,253,2,20250310,4,Detractor,Perfecto,Tarjeta crédito,2025-03-10T08:50:00
986,135,1,20250305,0,Detractor,Perfecto,Cuenta corriente,2025-03-05T18:42:00
987,92,2,20250314,2,Detractor,Necesito más sucursales,Cuenta corriente,2025-03-14T09:48:00
988,497,1,20250316,2,Detractor,Muy fácil de usar,Nómina,2025-03-16T15:36:00
989,133,2,20250328,3,Detractor,Perfecto,Cuenta corriente,2025-03-28T13:32:00
990,9,3,20250319,5,Detractor,Excelente app,Nómina,2025-03-19T08:09:00
991,450,3,20250315,2,Detractor,Muy fácil de usar,Tarjeta crédito,2025-03-15T08:17:00
992,326,4,20250314,2,Detractor,Muy fácil de usar,Cuenta corriente,2025-03-14T12:18:00
993,480,1,20250321,4,Detractor,Necesito más sucursales,Tarjeta crédito,2025-03-21T09:38:00
994,279,1,20250306,6,Detractor,Muy fácil de usar,Préstamo personal,2025-03-06T12:43:00
995,186,1,20250323,5,Detractor,Muy fácil de usar,Tarjeta crédito,2025-03-23T08:08:00
996,191,3,20250310,4,Detractor,Mejorar tiempos,Préstamo personal,2025-03-10T10:06:00
997,258,1,20250305,1,Detractor,Necesito más sucursales,Nómina,2025-03-05T17:44:00
998,270,3,20250331,6,Detractor,Tardaron mucho,CDT,2025-03-31T15:58:00
999,420,1,20250304,0,Detractor,Muy buena atención,CDT,2025-03-04T13:19:00
1000,419,2,20250405,10,Promotor,Muy fácil de usar,Tarjeta crédito,2025-04-05T12:01:00
1001,66,4,20250408,9,Promotor,Excelente app,Tarjeta crédito,2025-04-08T12:08:00
1002,41,2,20250405,9,Promotor,Tardaron mucho,Cuenta corriente,2025-04-05T08:49:00
1003,221,1,20250425,10,Promotor,Tardaron mucho,Cuenta corriente,2025-04-25T18:32:00
1004,61,4,20250416,9,Promotor,Muy buena atención,Cuenta corriente,2025-04-16T12:42:00
1005,50,3,20250425,9,Promotor,Necesito más sucursales,Nómina,2025-04-25T11:11:00
1006,47,1,20250401,10,Promotor,Sin comentario,Nómina,2025-04-01T13:22:00
1007,257,3,20250428,9,Promotor,Necesito más sucursales,Nómina,2025-04-28T17:04:00
1008,297,3,20250427,9,Promotor,Necesito más sucursales,Tarjeta crédito,2025-04-27T12:10:00
1009,51,4,20250424,9,Promotor,Perfecto,Préstamo personal,2025-04-24T17:11:00
1010,491,1,20250422,10,Promotor,Muy fácil de usar,CDT,2025-04-22T14:13:00
1011,58,3,20250414,9,Promotor,Muy fácil de usar,Cuenta corriente,2025-04-14T15:07:00
1012,391,1,20250416,9,Promotor,Sin comentario,Nómina,2025-04-16T08:05:00
1013,60,2,20250416,10,Promotor,Perfecto,Nómina,2025-04-16T12:43:00
1014,284,2,20250408,10,Promotor,Mejorar tiempos,Tarjeta crédito,2025-04-08T09:57:00
1015,189,1,20250422,10,Promotor,Perfecto,Cuenta corriente,2025-04-22T14:28:00
1016,74,2,20250404,9,Promotor,Tardaron mucho,Tarjeta crédito,2025-04-04T09:23:00
1017,103,2,20250411,9,Promotor,Mejorar tiempos,Cuenta corriente,2025-04-11T11:53:00
1018,256,1,20250424,10,Promotor,Sin comentario,CDT,2025-04-24T13:30:00
1019,262,1,20250416,10,Promotor,Perfecto,Cuenta corriente,2025-04-16T09:16:00
1020,119,2,20250416,10,Promotor,Excelente app,Cuenta corriente,2025-04-16T09:47:00
1021,35,2,20250427,9,Promotor,Muy buena atención,Tarjeta crédito,2025-04-27T14:38:00
1022,156,2,20250405,10,Promotor,Tardaron mucho,Cuenta corriente,2025-04-05T18:48:00
1023,239,1,20250426,10,Promotor,Perfecto,CDT,2025-04-26T16:16:00
1024,441,2,20250426,10,Promotor,Muy buena atención,Cuenta corriente,2025-04-26T14:56:00
1025,231,1,20250413,9,Promotor,Mejorar tiempos,CDT,2025-04-13T15:02:00
1026,286,2,20250406,9,Promotor,Sin comentario,Tarjeta crédito,2025-04-06T15:27:00
1027,367,2,20250410,9,Promotor,Tardaron mucho,Nómina,2025-04-10T18:31:00
1028,288,4,20250416,10,Promotor,Muy buena atención,CDT,2025-04-16T12:31:00
1029,347,1,20250420,10,Promotor,Sin comentario,Préstamo personal,2025-04-20T08:01:00
1030,429,1,20250405,9,Promotor,Muy buena atención,Préstamo personal,2025-04-05T14:06:00
1031,183,2,20250412,10,Promotor,Muy buena atención,Tarjeta crédito,2025-04-12T11:15:00
1032,44,4,20250419,10,Promotor,Tardaron mucho,Préstamo personal,2025-04-19T09:21:00
1033,276,1,20250401,9,Promotor,Perfecto,CDT,2025-04-01T17:32:00
1034,11,3,20250409,10,Promotor,Muy buena atención,Préstamo personal,2025-04-09T14:36:00
1035,294,1,20250411,10,Promotor,Perfecto,Cuenta corriente,2025-04-11T18:13:00
1036,258,3,20250416,10,Promotor,Muy fácil de usar,Tarjeta crédito,2025-04-16T17:19:00
1037,104,2,20250414,10,Promotor,Tardaron mucho,Nómina,2025-04-14T11:18:00
1038,153,4,20250402,10,Promotor,Mejorar tiempos,Tarjeta crédito,2025-04-02T17:47:00
1039,433,2,20250423,9,Promotor,Muy fácil de usar,Préstamo personal,2025-04-23T09:36:00
1040,108,1,20250414,10,Promotor,Tardaron mucho,Préstamo personal,2025-04-14T16:51:00
1041,340,2,20250414,10,Promotor,Necesito más sucursales,CDT,2025-04-14T14:16:00
1042,391,2,20250422,10,Promotor,Muy buena atención,Nómina,2025-04-22T10:36:00
1043,339,4,20250407,10,Promotor,Perfecto,Préstamo personal,2025-04-07T18:34:00
1044,290,3,20250430,10,Promotor,Muy buena atención,Nómina,2025-04-30T11:23:00
1045,124,1,20250405,10,Promotor,Sin comentario,CDT,2025-04-05T14:20:00
1046,105,3,20250421,9,Promotor,Sin comentario,Préstamo personal,2025-04-21T18:10:00
1047,308,1,20250422,10,Promotor,Necesito más sucursales,Cuenta corriente,2025-04-22T10:12:00
1048,409,3,20250408,9,Promotor,Perfecto,CDT,2025-04-08T16:27:00
1049,464,1,20250421,10,Promotor,Excelente app,Préstamo personal,2025-04-21T10:01:00
1050,412,1,20250426,10,Promotor,Excelente app,Cuenta corriente,2025-04-26T15:50:00
1051,441,4,20250402,9,Promotor,Muy fácil de usar,Nómina,2025-04-02T12:55:00
1052,490,2,20250429,9,Promotor,Muy fácil de usar,Cuenta corriente,2025-04-29T14:53:00
1053,58,2,20250408,9,Promotor,Tardaron mucho,Nómina,2025-04-08T18:53:00
1054,453,1,20250416,10,Promotor,Tardaron mucho,Préstamo personal,2025-04-16T13:53:00
1055,384,3,20250426,10,Promotor,Mejorar tiempos,Tarjeta crédito,2025-04-26T10:06:00
1056,497,1,20250407,9,Promotor,Mejorar tiempos,Préstamo personal,2025-04-07T17:03:00
1057,192,3,20250418,10,Promotor,Tardaron mucho,Préstamo personal,2025-04-18T16:27:00
1058,127,4,20250422,10,Promotor,Excelente app,Préstamo personal,2025-04-22T15:45:00
1059,158,1,20250427,10,Promotor,Muy buena atención,Cuenta corriente,2025-04-27T18:15:00
1060,197,1,20250418,10,Promotor,Muy fácil de usar,Cuenta corriente,2025-04-18T16:55:00
1061,227,2,20250428,9,Promotor,Mejorar tiempos,Préstamo personal,2025-04-28T12:05:00
1062,108,4,20250410,9,Promotor,Excelente app,CDT,2025-04-10T18:20:00
1063,18,1,20250426,10,Promotor,Tardaron mucho,CDT,2025-04-26T15:47:00
1064,431,1,20250430,10,Promotor,Mejorar tiempos,Cuenta corriente,2025-04-30T10:44:00
1065,34,1,20250417,10,Promotor,Muy fácil de usar,CDT,2025-04-17T08:48:00
1066,329,1,20250421,9,Promotor,Perfecto,Tarjeta crédito,2025-04-21T08:25:00
1067,157,1,20250421,9,Promotor,Tardaron mucho,Cuenta corriente,2025-04-21T10:15:00
1068,305,3,20250428,9,Promotor,Muy fácil de usar,CDT,2025-04-28T15:55:00
1069,89,3,20250409,9,Promotor,Muy fácil de usar,Préstamo personal,2025-04-09T11:05:00
1070,94,2,20250412,10,Promotor,Mejorar tiempos,Nómina,2025-04-12T11:01:00
1071,286,2,20250430,9,Promotor,Necesito más sucursales,Cuenta corriente,2025-04-30T15:12:00
1072,437,1,20250423,10,Promotor,Mejorar tiempos,Nómina,2025-04-23T14:38:00
1073,46,4,20250405,10,Promotor,Excelente app,Nómina,2025-04-05T09:00:00
1074,472,4,20250425,10,Promotor,Perfecto,Cuenta corriente,2025-04-25T11:45:00
1075,485,4,20250407,9,Promotor,Sin comentario,Préstamo personal,2025-04-07T15:24:00
1076,439,1,20250414,9,Promotor,Necesito más sucursales,Préstamo personal,2025-04-14T18:12:00
1077,210,3,20250406,10,Promotor,Muy buena atención,Préstamo personal,2025-04-06T12:15:00
1078,128,1,20250430,10,Promotor,Perfecto,Cuenta corriente,2025-04-30T08:30:00
1079,166,4,20250428,9,Promotor,Mejorar tiempos,Tarjeta crédito,2025-04-28T14:45:00
1080,306,1,20250424,10,Promotor,Tardaron mucho,Nómina,2025-04-24T08:03:00
1081,121,2,20250430,10,Promotor,Muy fácil de usar,Nómina,2025-04-30T18:51:00
1082,130,2,20250401,9,Promotor,Mejorar tiempos,Préstamo personal,2025-04-01T14:42:00
1083,496,4,20250405,10,Promotor,Muy buena atención,Nómina,2025-04-05T10:16:00
1084,253,4,20250417,9,Promotor,Perfecto,Tarjeta crédito,2025-04-17T09:20:00
1085,134,1,20250405,10,Promotor,Muy buena atención,Tarjeta crédito,2025-04-05T15:55:00
1086,185,4,20250424,10,Promotor,Sin comentario,Préstamo personal,2025-04-24T17:53:00
1087,161,2,20250417,10,Promotor,Excelente app,Préstamo personal,2025-04-17T15:48:00
1088,437,4,20250418,9,Promotor,Perfecto,Cuenta corriente,2025-04-18T11:09:00
1089,94,1,20250408,9,Promotor,Sin comentario,Tarjeta crédito,2025-04-08T15:27:00
1090,475,2,20250429,9,Promotor,Perfecto,Préstamo personal,2025-04-29T16:31:00
1091,58,3,20250416,10,Promotor,Excelente app,Cuenta corriente,2025-04-16T13:05:00
1092,146,1,20250428,9,Promotor,Excelente app,Nómina,2025-04-28T12:36:00
1093,498,1,20250419,9,Promotor,Excelente app,CDT,2025-04-19T09:15:00
1094,49,4,20250422,10,Promotor,Muy buena atención,Préstamo personal,2025-04-22T18:43:00
1095,192,2,20250413,9,Promotor,Tardaron mucho,Préstamo personal,2025-04-13T10:01:00
1096,426,3,20250415,9,Promotor,Perfecto,CDT,2025-04-15T18:17:00
1097,497,1,20250411,9,Promotor,Perfecto,Préstamo personal,2025-04-11T17:08:00
1098,25,3,20250428,9,Promotor,Sin comentario,Préstamo personal,2025-04-28T08:47:00
1099,488,2,20250418,9,Promotor,Tardaron mucho,CDT,2025-04-18T12:11:00
1100,444,2,20250425,9,Promotor,Muy buena atención,Tarjeta crédito,2025-04-25T10:24:00
1101,332,3,20250410,10,Promotor,Excelente app,Cuenta corriente,2025-04-10T12:31:00
1102,413,4,20250424,10,Promotor,Excelente app,Préstamo personal,2025-04-24T18:06:00
1103,103,2,20250417,10,Promotor,Mejorar tiempos,CDT,2025-04-17T12:36:00
1104,388,2,20250403,10,Promotor,Muy fácil de usar,Nómina,2025-04-03T10:27:00
1105,21,2,20250403,10,Promotor,Perfecto,Tarjeta crédito,2025-04-03T18:43:00
1106,254,2,20250430,9,Promotor,Tardaron mucho,Préstamo personal,2025-04-30T15:27:00
1107,411,2,20250430,9,Promotor,Excelente app,Tarjeta crédito,2025-04-30T18:57:00
1108,128,2,20250427,10,Promotor,Sin comentario,Nómina,2025-04-27T08:35:00
1109,24,2,20250430,9,Promotor,Mejorar tiempos,CDT,2025-04-30T09:29:00
1110,131,2,20250412,10,Promotor,Muy buena atención,Cuenta corriente,2025-04-12T18:29:00
1111,94,3,20250426,9,Promotor,Muy buena atención,Cuenta corriente,2025-04-26T14:56:00
1112,301,3,20250411,10,Promotor,Perfecto,Nómina,2025-04-11T12:21:00
1113,95,1,20250407,9,Promotor,Sin comentario,Cuenta corriente,2025-04-07T14:34:00
1114,203,1,20250401,9,Promotor,Excelente app,CDT,2025-04-01T15:44:00
1115,337,4,20250428,10,Promotor,Perfecto,Préstamo personal,2025-04-28T17:52:00
1116,345,4,20250423,10,Promotor,Mejorar tiempos,Préstamo personal,2025-04-23T09:08:00
1117,98,1,20250401,9,Promotor,Muy buena atención,Tarjeta crédito,2025-04-01T08:13:00
1118,75,2,20250421,10,Promotor,Mejorar tiempos,Nómina,2025-04-21T11:05:00
1119,238,1,20250425,10,Promotor,Mejorar tiempos,Cuenta corriente,2025-04-25T09:10:00
1120,360,2,20250424,9,Promotor,Perfecto,CDT,2025-04-24T08:55:00
1121,125,1,20250419,10,Promotor,Mejorar tiempos,Cuenta corriente,2025-04-19T13:00:00
1122,434,3,20250421,9,Promotor,Mejorar tiempos,CDT,2025-04-21T17:38:00
1123,250,2,20250402,10,Promotor,Perfecto,Tarjeta crédito,2025-04-02T08:33:00
1124,296,1,20250414,9,Promotor,Tardaron mucho,Préstamo personal,2025-04-14T18:26:00
1125,254,2,20250404,10,Promotor,Muy fácil de usar,CDT,2025-04-04T14:01:00
1126,372,1,20250410,9,Promotor,Muy fácil de usar,CDT,2025-04-10T11:32:00
1127,466,3,20250419,9,Promotor,Perfecto,Tarjeta crédito,2025-04-19T12:46:00
1128,427,4,20250414,10,Promotor,Muy fácil de usar,CDT,2025-04-14T10:39:00
1129,354,3,20250410,9,Promotor,Perfecto,Tarjeta crédito,2025-04-10T10:12:00
1130,252,1,20250420,9,Promotor,Mejorar tiempos,CDT,2025-04-20T12:15:00
1131,25,4,20250418,9,Promotor,Muy fácil de usar,Préstamo personal,2025-04-18T13:43:00
1132,424,4,20250406,9,Promotor,Muy buena atención,Cuenta corriente,2025-04-06T13:27:00
1133,117,1,20250420,9,Promotor,Necesito más sucursales,CDT,2025-04-20T12:21:00
1134,24,3,20250425,10,Promotor,Sin comentario,Tarjeta crédito,2025-04-25T16:38:00
1135,26,4,20250423,9,Promotor,Perfecto,CDT,2025-04-23T09:06:00
1136,288,1,20250427,9,Promotor,Tardaron mucho,Tarjeta crédito,2025-04-27T18:07:00
1137,186,1,20250430,9,Promotor,Sin comentario,CDT,2025-04-30T16:31:00
1138,332,1,20250405,9,Promotor,Excelente app,Cuenta corriente,2025-04-05T11:28:00
1139,394,1,20250425,10,Promotor,Perfecto,Préstamo personal,2025-04-25T12:32:00
1140,137,1,20250403,9,Promotor,Mejorar tiempos,Préstamo personal,2025-04-03T18:42:00
1141,386,3,20250405,9,Promotor,Mejorar tiempos,Tarjeta crédito,2025-04-05T10:51:00
1142,471,2,20250414,10,Promotor,Perfecto,Nómina,2025-04-14T18:23:00
1143,75,3,20250415,9,Promotor,Tardaron mucho,Cuenta corriente,2025-04-15T13:20:00
1144,85,2,20250425,10,Promotor,Mejorar tiempos,Cuenta corriente,2025-04-25T18:59:00
1145,295,1,20250429,9,Promotor,Sin comentario,CDT,2025-04-29T14:56:00
1146,381,1,20250424,10,Promotor,Muy fácil de usar,Cuenta corriente,2025-04-24T12:57:00
1147,207,2,20250423,9,Promotor,Necesito más sucursales,Nómina,2025-04-23T17:50:00
1148,177,4,20250423,10,Promotor,Mejorar tiempos,Tarjeta crédito,2025-04-23T12:05:00
1149,172,2,20250418,9,Promotor,Excelente app,Nómina,2025-04-18T16:18:00
1150,262,2,20250403,9,Promotor,Muy fácil de usar,Tarjeta crédito,2025-04-03T08:01:00
1151,427,3,20250408,10,Promotor,Mejorar tiempos,Nómina,2025-04-08T09:46:00
1152,191,1,20250427,9,Promotor,Muy fácil de usar,Cuenta corriente,2025-04-27T08:48:00
1153,153,2,20250415,9,Promotor,Muy buena atención,CDT,2025-04-15T13:15:00
1154,154,1,20250412,9,Promotor,Excelente app,CDT,2025-04-12T16:47:00
1155,168,2,20250404,9,Promotor,Necesito más sucursales,Préstamo personal,2025-04-04T15:06:00
1156,218,3,20250423,9,Promotor,Tardaron mucho,Cuenta corriente,2025-04-23T08:27:00
1157,110,2,20250416,9,Promotor,Muy fácil de usar,Nómina,2025-04-16T14:37:00
1158,136,2,20250428,10,Promotor,Mejorar tiempos,CDT,2025-04-28T15:46:00
1159,84,1,20250427,10,Promotor,Excelente app,CDT,2025-04-27T15:08:00
1160,109,2,20250423,9,Promotor,Muy buena atención,Tarjeta crédito,2025-04-23T16:23:00
1161,437,2,20250420,9,Promotor,Tardaron mucho,Préstamo personal,2025-04-20T17:18:00
1162,79,1,20250417,9,Promotor,Sin comentario,Préstamo personal,2025-04-17T12:18:00
1163,406,1,20250401,10,Promotor,Mejorar tiempos,Cuenta corriente,2025-04-01T12:56:00
1164,94,3,20250407,10,Promotor,Perfecto,Cuenta corriente,2025-04-07T09:35:00
1165,446,1,20250403,10,Promotor,Perfecto,Nómina,2025-04-03T12:36:00
1166,173,3,20250429,10,Promotor,Perfecto,Nómina,2025-04-29T10:48:00
1167,326,2,20250417,9,Promotor,Perfecto,CDT,2025-04-17T10:55:00
1168,410,2,20250403,10,Promotor,Mejorar tiempos,CDT,2025-04-03T11:57:00
1169,277,1,20250411,10,Promotor,Perfecto,Préstamo personal,2025-04-11T18:05:00
1170,13,2,20250423,9,Promotor,Sin comentario,Nómina,2025-04-23T18:07:00
1171,490,2,20250407,9,Promotor,Muy buena atención,Nómina,2025-04-07T16:12:00
1172,460,1,20250417,10,Promotor,Excelente app,Cuenta corriente,2025-04-17T12:50:00
1173,425,3,20250408,9,Promotor,Perfecto,Cuenta corriente,2025-04-08T16:38:00
1174,302,1,20250413,10,Promotor,Muy buena atención,Préstamo personal,2025-04-13T14:11:00
1175,441,2,20250401,10,Promotor,Mejorar tiempos,Préstamo personal,2025-04-01T09:07:00
1176,87,1,20250418,9,Promotor,Excelente app,Préstamo personal,2025-04-18T09:09:00
1177,348,1,20250414,10,Promotor,Muy fácil de usar,Tarjeta crédito,2025-04-14T08:45:00
1178,200,1,20250410,9,Promotor,Excelente app,CDT,2025-04-10T13:16:00
1179,461,1,20250427,10,Promotor,Necesito más sucursales,Tarjeta crédito,2025-04-27T17:37:00
1180,261,3,20250416,9,Promotor,Mejorar tiempos,Cuenta corriente,2025-04-16T12:03:00
1181,284,2,20250415,10,Promotor,Perfecto,Cuenta corriente,2025-04-15T14:40:00
1182,454,1,20250430,9,Promotor,Tardaron mucho,Tarjeta crédito,2025-04-30T16:41:00
1183,291,2,20250410,9,Promotor,Tardaron mucho,Nómina,2025-04-10T11:50:00
1184,277,4,20250412,9,Promotor,Necesito más sucursales,Nómina,2025-04-12T14:58:00
1185,1,3,20250402,10,Promotor,Sin comentario,Tarjeta crédito,2025-04-02T08:03:00
1186,307,1,20250409,10,Promotor,Mejorar tiempos,Préstamo personal,2025-04-09T18:13:00
1187,83,3,20250402,10,Promotor,Tardaron mucho,Préstamo personal,2025-04-02T09:25:00
1188,72,3,20250427,9,Promotor,Sin comentario,CDT,2025-04-27T11:39:00
1189,350,4,20250429,10,Promotor,Sin comentario,CDT,2025-04-29T12:15:00
1190,108,2,20250411,10,Promotor,Muy fácil de usar,Cuenta corriente,2025-04-11T10:41:00
1191,244,1,20250420,9,Promotor,Muy buena atención,Tarjeta crédito,2025-04-20T14:35:00
1192,202,2,20250425,10,Promotor,Tardaron mucho,Nómina,2025-04-25T08:57:00
1193,64,1,20250422,10,Promotor,Mejorar tiempos,Nómina,2025-04-22T13:24:00
1194,394,3,20250427,9,Promotor,Muy buena atención,Cuenta corriente,2025-04-27T15:23:00
1195,5,1,20250415,9,Promotor,Muy buena atención,Préstamo personal,2025-04-15T18:58:00
1196,47,3,20250407,10,Promotor,Sin comentario,Tarjeta crédito,2025-04-07T11:31:00
1197,144,2,20250402,10,Promotor,Necesito más sucursales,Cuenta corriente,2025-04-02T11:52:00
1198,446,1,20250404,10,Promotor,Perfecto,Tarjeta crédito,2025-04-04T16:12:00
1199,302,1,20250403,9,Promotor,Tardaron mucho,Tarjeta crédito,2025-04-03T12:59:00
1200,268,3,20250429,9,Promotor,Sin comentario,Tarjeta crédito,2025-04-29T18:01:00
1201,287,4,20250422,10,Promotor,Muy buena atención,CDT,2025-04-22T18:43:00
1202,481,1,20250428,9,Promotor,Mejorar tiempos,Préstamo personal,2025-04-28T09:43:00
1203,186,2,20250416,10,Promotor,Muy buena atención,Tarjeta crédito,2025-04-16T08:17:00
1204,230,1,20250418,10,Promotor,Mejorar tiempos,Tarjeta crédito,2025-04-18T13:05:00
1205,116,4,20250424,9,Promotor,Mejorar tiempos,Cuenta corriente,2025-04-24T11:12:00
1206,160,1,20250411,9,Promotor,Tardaron mucho,Cuenta corriente,2025-04-11T15:27:00
1207,409,2,20250419,9,Promotor,Muy fácil de usar,Préstamo personal,2025-04-19T11:06:00
1208,491,1,20250408,10,Promotor,Muy buena atención,Préstamo personal,2025-04-08T16:50:00
1209,398,2,20250403,9,Promotor,Perfecto,Cuenta corriente,2025-04-03T18:28:00
1210,499,1,20250403,9,Promotor,Muy buena atención,CDT,2025-04-03T13:56:00
1211,66,1,20250426,9,Promotor,Perfecto,Cuenta corriente,2025-04-26T12:39:00
1212,53,3,20250403,10,Promotor,Muy buena atención,Préstamo personal,2025-04-03T14:25:00
1213,386,2,20250420,9,Promotor,Muy buena atención,CDT,2025-04-20T14:29:00
1214,318,2,20250429,10,Promotor,Muy fácil de usar,Cuenta corriente,2025-04-29T15:33:00
